num,summary,grade,review
100,"색상: (10)WHITE / 사이즈: S(090)
체형여성사이즈잘 맞아요핏적당해요착용감편해요",5,길이가 다소 긴 것 같기는 하나  두툼한 것은 맘에 들어요
101,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,소재 톡톡하니 기장감길어서 좋아요
102,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요 (어깨)핏적당해요착용감편해요",5,"레이어드용이라 긴 줄 알고 사긴 했는데 남여공용이라 그런지 더 크고 길게 느껴지네요.
그래도 편하게 잘 입을 것 같아요."
103,"색상: (10)WHITE / 사이즈: XL(105)
체형여성사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"핏도 이쁘고 길이도 레이어드로 딱 조아용
단품으로 입어도 너무 이쁘고
비침 안심해요! 블랙도 있으면 좋겠어용"
104,"색상: (10)WHITE / 사이즈: M(095)
체형남성사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,재구매벌써 3번째 구매입니다. 아이 사주고 저도 이너로 입으려고 한 사이즈 작게 구매했네요~
105,"색상: (10)WHITE / 사이즈: XL(105)
체형남성179cm78kg상의 L보통 어깨팔이 긴 편사이즈약간 커요 (어깨)핏오버핏이에요착용감편해요",4,평소 상의105사이즈 입는데 살짝 큰느낌입니다. 상품질은 좋습니다
106,"색상: (10)WHITE / 사이즈: L(100)
체형남성174cm70kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,편안하고 기장이 길어서 레이어드하기 좋습니다. 품질이 좋습니다.
107,"색상: (10)WHITE / 사이즈: L(100)
체형남성174cm68kg상의 L사이즈약간 커요 (총 기장)핏적당해요착용감아주 편해요",5,"면은 보들보들 좋아요.
근데 엉덩이 쪽 기장이 생각보다 많이 기네요~"
108,"색상: (10)WHITE / 사이즈: L(100)
체형170cm53kg상의 S보통 어깨팔이 긴 편사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,안그래도 필요했는데 보세보다도 저렴한 가격에 너무 잘 구입한것 같아요 매우 많이 만족입니다!!
109,"색상: (10)WHITE / 사이즈: L(100)
체형167cm52kg상의 S보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요착용감아주 편해요",5,소재너무좋아요 톡톡해서 이너로 입기 좋습니다!!세일할때사서 싸게 잘구입했어요👍
110,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,레이어드용이라 좀 길게 나오긴 했지만 저에겐 살짝 긴 느낌이에요~  긴거 좋아하시는분들에겐 딱일거 같아요~
111,"색상: (10)WHITE / 사이즈: M(095)
체형남성177cm55kg상의 M보통 어깨사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,"재구매배송도 빠르고 옷감 질도 좋아요
또 구매해요"
112,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (기타)핏오버핏이에요착용감편해요",4,길이가 생각보단 조금 길지만 셔츠나 후드 안에 입기엔  나쁘지않습니다.
113,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,"후드랑 레이어드해서 입기 적당한 길이
두께도 적당해서 후들거리지 않음"
114,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요핏오버핏이에요착용감아주 편해요",5,"맨투맨이나 후드안에 이너로 입고 있어요.
쓰임이 다양해서 요즘 자주 입고 있어요.
두개라 번갈아 입기도 좋아요. 혹 색이 변하거나 하면 여름쯤 한세트 재구매 할 생각이에요."
115,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,고등아들 한테 딱 맞고 레이어드용으로 좋아요
116,"색상: (10)WHITE / 사이즈: S(090)
체형167cm52kg상의 S보통 어깨팔이 긴 편핏오버핏이에요사이즈많이 커요착용감편해요",5,재구매소재좋아요 남편사주고 젤작은사쥬 샀는데 여자가 입기엔 많이 커요~ㅋㅋ
117,"색상: (10)WHITE / 사이즈: S(090)
체형여성162cm53kg상의 M어깨 넓음사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용이라서 기장이 길긴 길어요~면 톡톡하니 좋네요_~  할인받아서 싸게잘 샀어요!!
118,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (총 기장, 기타)핏오버핏이에요착용감편해요",4,기장이 좀 긴 편이지만  원단도 많이 얇지않고 레이어드하기 좋아요.
119,"색상: (10)WHITE / 사이즈: XL(105)
체형175cm85kg사이즈약간 커요핏적당해요착용감아주 편해요",5,"레이어드 영어로 써 딱 맞았습니다
평상시에 옷을 크게 입는 저로써는 적당한 사이즈더라구요
단품 으로는 조금 얇은 수 있습니다
조심하세요"
120,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (어깨)핏적당해요착용감편해요",5,"만족합니다
좋아요^^
감사해요"
121,"색상: (10)WHITE / 사이즈: L(100)
체형남성166cm67kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏오버핏이에요착용감편해요",5,"가볍고, 얇고 안에 입기 딱 좋은거 같아요 배송도 빨리와서 좋아요!"
122,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,레이어드용 롱 기장이라 확실히 길이는 길어요~ 엉덩이를 충분히 덮고 남아요~
123,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,레이어드용 롱 기장이라 확실히 길이는 길어요~ 엉덩이를 충분히 덮고 남아요~
124,"색상: (10)WHITE / 사이즈: L(100)
체형남성170cm75kg상의 XL보통 어깨보통 팔길이사이즈약간 커요 (총 기장)핏적당해요착용감편해요",4,가격대비 괜찮은 상품으로 감사합니다
125,"색상: (10)WHITE / 사이즈: S(090)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,"남여공용이라 그런지 살짝 크고 길이도 기네요
타브랜드보다 면 쫀쫀하고 목도 단단한 편이여"
126,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,재구매구입후 대만족하여 재구매했습니다
127,"색상: (10)WHITE / 사이즈: S(090)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,"엑스라지 스몰 사이즈 비교샷이예요 
기본적으로ㅜ오버핏이라 편하게 입겠네요
일반적 스몰보다 큰 편이예요"
128,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요핏오버핏이에요착용감아주 편해요",5,봄이 다가오는 날씨에 흰 티위에 가디건 걸쳐서 입으니 딱 적당하고 좋더라구요.
129,"색상: (10)WHITE / 사이즈: S(090)
체형여성161cm57kg상의 M핏적당해요사이즈많이 커요 (어깨)착용감편해요",5,"공용이라서 크네요.
스몰도 큽니다.
스몰 시키세요."
130,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",3,생각보다 길이가 길어요 레이어드용이네요
131,"색상: (10)WHITE / 사이즈: S(090)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,소재도 좋고 길어서 코디하기 좋아요 제법 커서 s사도 헐렁해요
132,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요핏오버핏이에요착용감편해요",5,"저렴한데 엄청 면의 두께감이 있어 좋네요 잘 늘어나지도 않을거 같고
총장이랑 팔이 좀 긴거 같네요 
그래도 이가격에 이재질 넘 맘에 듭니다"
133,"색상: (10)WHITE / 사이즈: L(100)
체형남성사이즈약간 커요 (총 기장, 가슴)핏오버핏이에요착용감편해요",5,재구매아이 레이어드로 구매했는데 질감 좋고 핏도 좋네요~
134,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,"천이 짱짱하니 좋아요
길이감도 좋아요
저렴한 가격에 잘 샀어요"
135,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",4,길이감 적당하고 밑단 옆에 트임이 있어서 좋네요 원단도 톡톡하고 부드러워요
136,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",4,갑자기 또 추워져서 후드티 안에 레이어드해서 입으려고 구입했어요. 건조기에 돌렸는데도 안줄어 드네요.
137,"색상: (10)WHITE / 사이즈: XL(105)
체형남성184cm68kg상의 XL어깨 넓음팔이 긴 편사이즈잘 맞아요핏적당해요착용감아주 편해요",5,할인해서 저렴하게 구매하였는데 품질이 좋고 핏도 이쁩니다!
138,"색상: (10)WHITE / 사이즈: XL(105)
체형165cm51kg사이즈잘 맞아요핏적당해요착용감편해요",5,행사때 저렴하게 샀어요. 특템이에요.
139,"색상: (10)WHITE / 사이즈: L(100)
체형남성175cm67kg상의 L사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,"흰색 이너티가 필요해서 구매 했어요
날씨도 풀려서 잘 입을게요
조금 얇긴 해요"
140,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,"믿고 구매했네여
스파오 레이어드 이번에 딸래미것까지 같이 구마"
141,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,"믿고 구매했네여
스파오 레이어드 이번에 딸래미것까지 같이 구마"
142,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,"엑스라지 스몰 사이즈 비교샷이예요 
기본적으로ㅜ오버핏이라 편하게 입겠네요"
143,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요 (가슴)핏오버핏이에요착용감아주 편해요",5,키가 작지만 어차피 레이어드용이라 M사이즈 구매했는데 엉덩이 다 가려주고 레깅스 위에 입기 딱 좋아요~
144,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요핏적당해요착용감편해요",5,사이즈 약간 커서 레이어드 하기 좋아요
145,"색상: (10)WHITE / 사이즈: XL(105)
체형남성175cm73kg상의 L보통 팔길이사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,배송도 빠르고 두개가 세트라 아주 좋아요!
146,"색상: (10)WHITE / 사이즈: L(100)
체형남성175cm73kg상의 L보통 팔길이핏오버핏이에요사이즈많이 커요 (어깨)착용감아주 편해요",5,배송도 빠르고 두개가 세트라 아주 좋아요!
147,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏슬림해요착용감편해요",4,"좀더 오버핏을 원했는데.. 약간 애매해서 아쉽지만
천은 도톰하니 괜찮습니다.
그냥 하나 입어도 될 정도입니다."
148,"색상: (10)WHITE / 사이즈: L(100)
체형남성175cm68kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,얇아서 구김이 좀 많이 가능거 같은데 그래도 좋아요
149,"색상: (10)WHITE / 사이즈: M(095)
체형170cm52kg상의 S사이즈잘 맞아요핏적당해요착용감편해요",5,잘받았어요 감사합니다
150,"색상: (10)WHITE / 사이즈: L(100)
체형남성155cm55kg상의 L팔이 짧은 편 핏적당해요사이즈많이 커요 (총 기장)착용감편해요",5,빠른배송과 핏이좋아요
151,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,기본으로 입을 티  필요했는데 저렴하게 잘  구입한 것 같아요
152,"색상: (10)WHITE / 사이즈: L(100)
체형남성170cm72kg상의 L사이즈잘 맞아요핏오버핏이에요착용감편해요",5,기본티로 적합합니다. 무난해요.
153,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,할인해서 저렴하게 구매했습니다! 만족합니다.
154,"색상: (10)WHITE / 사이즈: XL(105)
체형157cm47kg상의 XS사이즈잘 맞아요핏적당해요착용감편해요",5,재질이 좋은듯. 길이는길고 폭이 넓진않아요
155,"색상: (10)WHITE / 사이즈: XL(105)
체형남성182cm74kg상의 XL보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요착용감아주 편해요",5,"레이어드하기 좋게 기네요
편해서 집에서 홈웨어로 입어도 좋을거 같아요"
156,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,"옷이 생각보다 두꺼워서 좋은거 같네요. 
지금 입기 좋아요"
157,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,공용티라 그런지 미듐은 넘 길어요 스몰하면 좋았을듯
158,"색상: (10)WHITE / 사이즈: M(095)
체형161cm57kg핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",4,"면은 좋은데 기장이 상당하네요
S사이즈살걸 살짝 후회...
그래도 잘입어볼께요"
159,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감아주 편해요",4,"남녀공용 사이즈라 착용감이 아주 편하고, 총기장이 길어 엉덩이를 덮어줘서 좋아요😀"
160,"색상: (10)WHITE / 사이즈: S(090)
체형164cm55kg상의 S보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,"160 61키로 6학년 초등남아 입었어요 
기장이 길어서 레이어드용 맞구요  
부들부들 편하대요"
161,"색상: (10)WHITE / 사이즈: M(095)
체형남성175cm76kg상의 L어깨 넓음사이즈잘 맞아요핏적당해요착용감편해요",5,그냥 사고 입으시면 됩니다. 두개에 이 가격이 말도 안 되지만 퀄리티는 더 말이 안됩니다
162,"색상: (10)WHITE / 사이즈: M(095)
체형여성164cm64kg상의 L어깨 넓음팔이 긴 편사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,남녀공용이다보니 M size신청했는데 길이감이 조금 깁니다.
163,"색상: (10)WHITE / 사이즈: L(100)
체형남성177cm55kg상의 M보통 어깨사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,"오버핏이네요  길이가 조금 길어요
옷감은 좋아요"
164,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,레이어드용이 짧은게 많아서 고민핬는디 롱기장이라고 해서 선물로 해줬더니 딱 좋데요
165,"색상: (10)WHITE / 사이즈: XL(105)
체형남성175cm80kg상의 2XL어깨 넓음핏적당해요사이즈많이 커요 (총 기장, 기타)착용감편해요",5,좋아요 마음에 꼭 들어요 많이파세요
166,"색상: (10)WHITE / 사이즈: XL(105)
체형남성173cm71kg상의 XL핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",5,"중,고생 레이어드용으로 샀어요
재질 너무 좋아요"
167,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",4,"여러개  주문했는데  반팔만  먼저왔네요  ~^^
가성비  괜찮아요|"
168,"색상: (10)WHITE / 사이즈: S(090)
체형160cm51kg상의 M사이즈약간 커요 (총 기장, 가슴, 어깨, 소매길이)핏적당해요착용감편해요",5,"너무 이뻐요 ㅎㅎ 그래서 한장 더 구입햇어요 ㅎㅎ
나중에 입을려구요 ㅎㅎ"
169,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,안에 받쳐입기 딱 적당해서 넘 좋을거같아요-! 잘 입어볼게요
170,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용이라 기장이 길고 면도 좋아요
171,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,이너티 찾고 있다가 저렴해서 구매해봤습니다 일단 길어서 마음에 들어요
172,"색상: (10)WHITE / 사이즈: M(095)
체형여성163cm50kg상의 M보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",5,저렴하게잘샀어요 미리 봄옷준비해서좋아요
173,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,"레이어드하기 적당한 길이감에 가격도 우수하네요.
재구매의사있고  잘입겠습니다."
174,"색상: (10)WHITE / 사이즈: XL(105)
체형남성181cm85kg사이즈잘 맞아요핏오버핏이에요착용감편해요",5,"입어보고 바로 추가구매했습니다
레이어드용뿐아니라 트임이 있어 
데일리로 입어도 될듯합니다"
175,"색상: (10)WHITE / 사이즈: L(100)
체형남성176cm71kg상의 L보통 어깨보통 팔길이사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,얇아서 단독으로 입긴 어렵고 기장이 생각한 것보다 좀 길어서 한사이즈 다운해도 될듯하나 부담스럽진 않습니다. 레이어드 하기 좋네요.
176,"색상: (10)WHITE / 사이즈: L(100)
체형남성172cm65kg상의 L보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",5,이너로 입으려고 구매했는데 기장이 길어 좋을거같네요
177,"색상: (10)WHITE / 사이즈: S(090)
체형남성174cm70kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,배송이 빠르고 포장도 꼼꼼하게 왔어요
178,"색상: (10)WHITE / 사이즈: XL(105)
체형남성180cm71kg상의 XL보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,"기장감이길어 레이어드하기좋아요
부들부들재질입니다"
179,"색상: (10)WHITE / 사이즈: M(095)
핏오버핏이에요사이즈많이 커요착용감편해요",5,"재질 좋아요! 길긴 기네요 길이가,,"
180,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요 (총 기장)핏적당해요착용감아주 편해요",5,"신랑이랑 세트로 구입
남자에겐 좀 길다는데 전 딱좋아오"
181,"색상: (10)WHITE / 사이즈: L(100)
체형165cm사이즈약간 커요 (총 기장, 가슴, 어깨)핏오버핏이에요착용감아주 편해요",5,"한철입기 딱인 재질이에요
탄탄한면이 아니라 잘늘어질거같은.."
182,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,재구매건조기 돌렸는데 짱짱하니 좋네요
183,"색상: (10)WHITE / 사이즈: L(100)
체형남성181cm78kg상의 L보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요착용감편해요",4,핏도 적당하고 괜찮아요
184,"색상: (10)WHITE / 사이즈: L(100)
체형여성160cm51kg상의 S사이즈잘 맞아요핏적당해요착용감아주 편해요",5,레이어드하기딱 좋으네요 품질좋고이쁨
185,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,"질감 좋고 레이어드용에 맞게 기장이 기네요
배송도 주문 바로 다음날 왔네요"
186,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요핏오버핏이에요착용감편해요",5,좋아요오옹 편해요 ㅎㅎ
187,"색상: (10)WHITE / 사이즈: M(095)
체형165cm사이즈잘 맞아요핏적당해요착용감편해요",5,가성비 좋게 흰티 주문했습니다🧡
188,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드전용 티는 첨사보는데 길고좋아요
189,"색상: (10)WHITE / 사이즈: S(090)
체형남성185cm83kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",4,저렴하게 득템했네요 잘 입겠습니다
190,"색상: (10)WHITE / 사이즈: S(090)
핏오버핏이에요사이즈많이 커요 (어깨)착용감아주 편해요",5,여자 키 165기준 엉덩이 덮을만큼 길어요~ 엉덩이 가리기에 제격일듯 합니다
191,"색상: (10)WHITE / 사이즈: S(090)
체형여성163cm50kg상의 M보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",5,"재구매M사이즈사고 좋아서s하나더샀어요
재질도 짱짱하니  좋아요"
192,"색상: (10)WHITE / 사이즈: L(100)
체형남성168cm80kg상의 L어깨 넓음사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"아주 훌륭합니다.
행사 때라 2개인데 롱기장 티가 이 가격이면 완전 혜자.
검색해본 곳 중 가장 쌌어요."
193,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요착용감아주 편해요사이즈많이 커요 (총 기장)",5,"엉덩이전부 덮을 정도로 긴편입니다.
이너로 좋아요
100% 면이라 촉감도 좋네요"
194,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,친구사줬는데 좋아했어여
195,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,레이어드티로 딱 좋아요
196,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,빠른배송과 함께 좋은 제품까지 감사합니다.
197,"색상: (10)WHITE / 사이즈: L(100)
체형여성166cm49kg상의 S보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감아주 편해요",5,"레이어드 티 너무 획기적이라 주문했어요!
롱기장이라 확실히 길어요"
198,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",3,딱 원하던 옷이예요 하나 더 살까합니다
199,"색상: (10)WHITE / 사이즈: L(100)
체형여성165cm68kg상의 XL어깨 넓음사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"재구매면이짱짱해서
늘어짐이없어서좋아요
담에또구입할게요
감사합니다"
200,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",3,배송도 빠르고 제품도 좋아요
201,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,가볍고 깨끗한느낌! 좋습니다.
202,"색상: (10)WHITE / 사이즈: XL(105)
체형여성164cm58kg상의 M핏오버핏이에요사이즈많이 커요 (총 기장, 가슴, 어깨, 소매길이)착용감편해요",5,신랑 110사이즈인데 XL 넉넉하니 좋아요 맨투맨 평소에 잘입어서 거기에 입으려고 샀어요 하나는 제가 레깅스에 티입고 위에 바막입으려고 합니당 전에 샀었는데 잘입고 있다가 세일하길래 4장 샀네용ㅋㅋ 좋아요!!
203,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",4,쪼금 길긴하지만 좋습니다
204,"색상: (10)WHITE / 사이즈: S(090)
체형167cm50kg상의 M어깨 좁음팔이 긴 편사이즈약간 커요 (어깨)핏오버핏이에요착용감아주 편해요",5,원단도좋고 넘 좋아요~~ 약간커요~~남자 95 s 입었어요
205,"색상: (10)WHITE / 사이즈: M(095)
체형남성168cm57kg사이즈잘 맞아요핏적당해요착용감편해요",5,배송 빠르네요 고맙습니다
206,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,배송빠르고 좋아요.
207,"색상: (10)WHITE / 사이즈: L(100)
체형남성170cm70kg상의 XL어깨 넓음핏적당해요사이즈많이 커요 (총 기장)착용감편해요",5,이뻐요 가격도 저렴 하고요
208,"색상: (10)WHITE / 사이즈: XL(105)
체형남성178cm74kg상의 XL팔이 긴 편보통 어깨핏적당해요사이즈많이 커요 (총 기장)착용감아주 편해요",5,가격대비 만족도가 너무 좋아요
209,"색상: (10)WHITE / 사이즈: M(095)
체형남성177cm68kg상의 M사이즈잘 맞아요핏적당해요착용감편해요",4,"가성비 좋은듯,근데 뭔가 습기를 잔뜩 머금고 있는 느낌"
210,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,이너로 편하게 입게 잘 구입했어요. 천도 부드러워요.
211,"색상: (10)WHITE / 사이즈: XL(105)
체형남성180cm78kg사이즈잘 맞아요핏오버핏이에요착용감편해요",5,재구매기장이 원하는 길이라 좋아요
212,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,아주 만족 스러워요^^
213,"색상: (10)WHITE / 사이즈: M(095)
체형남성사이즈잘 맞아요핏적당해요착용감편해요",5,행사가격이라 저렴해 좋아요
214,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,2팩에 질도 완전좋고 득템했습니다 ~~
215,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",3,색상 비슷하며 사이즈표 동일합니다
216,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,저렴한 가격에 잘 구매했습니다.
217,"색상: (10)WHITE / 사이즈: M(095)
체형160cm51kg상의 M사이즈약간 커요 (총 기장, 가슴, 어깨)핏적당해요착용감편해요",5,"싸게 잘 구입했습니다!!!
이쁘게 잘 입을게요ㅎㅎ"
218,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,저렴하게 구입해서 좋습니다
219,"색상: (10)WHITE / 사이즈: XL(105)
체형남성183cm80kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,기존에 잘 입던 제품이라 세일할때 추가구매 했어요
220,"색상: (10)WHITE / 사이즈: M(095)
체형여성174cm68kg상의 L어깨 넓음사이즈잘 맞아요핏적당해요착용감편해요",5,이너라 너무 박시한거 보다는 몸에 맞게 입고 싶어서 M주문했는데 좋아요!
221,"색상: (10)WHITE / 사이즈: L(100)
체형여성165cm69kg상의 L보통 어깨사이즈잘 맞아요핏오버핏이에요착용감편해요",5,면도좋고 만족합니다
222,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,매번 사입는 기본템인데 싸게 잘 샀어요
223,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,"조아요
잘입으께요요"
224,"색상: (10)WHITE / 사이즈: M(095)
체형남성사이즈잘 맞아요핏적당해요착용감아주 편해요",5,배송도 빠르고 만족합니다
225,"색상: (10)WHITE / 사이즈: S(090)
사이즈약간 작아요 (기타)핏슬림해요착용감편해요",5,이너라서 타이트하게 샀는데 엉덩이만 걸려요 ㅠㅠ 사이즈 착오라서 그냥 입을랴구요 ㅋㅋㅋ
226,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,촉감도 이너로 입기 좋아요. 행사로 잘 구입했네요.
227,"색상: (10)WHITE / 사이즈: L(100)
체형여성157cm64kg상의 L보통 어깨사이즈잘 맞아요핏적당해요착용감아주 편해요",5,길이감도 좋고 편해요
228,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,"S가 공용이라 크게 나오네요
넉넉하게 입기는 좋아요"
229,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,"생각보다 더 얇아요 
가격생각하면 뭐 그냥저냥 ㅎㅎㅎ"
230,"색상: (10)WHITE / 사이즈: S(090)
체형여성165cm52kg상의 S보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요착용감편해요",5,길이가길어서 좋아요
231,"색상: (10)WHITE / 사이즈: M(095)
체형62kg사이즈약간 커요 (총 기장)핏적당해요착용감아주 편해요",5,스파오라 품질 좋고 저렴해서 좋네요
232,"색상: (10)WHITE / 사이즈: L(100)
체형남성177cm66kg상의 L팔이 긴 편어깨 넓음핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",4,가격대비  좋아요  한사이즈 작은거  추천합니다
233,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,면도 아주 부드럽고 기장도 아주 딱 좋아요!!
234,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,이쁜옷 싸게 잘샀습니다
235,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,재구매빠른배송 감사합니다~
236,"색상: (10)WHITE / 사이즈: S(090)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,빠른 배송 감사합니다
