summary,grade,review
"색상: (85)BROWN / 사이즈: S(085)
사이즈약간 커요 (가슴, 어깨)핏오버핏이에요두께보통 두께예요",5,스몰인데두 많이 크네요. 배송이 짱빠르고 너무저렴하게 구입했어요
"색상: (85)BROWN / 사이즈: L(095)
체형164cm60kg사이즈약간 커요 (가슴, 어깨, 소매길이)핏오버핏이에요두께두꺼워요",5,"루즈핏이라 약간 크다 싶긴한데 평소 입어보고 싶던 스타일이라 만족합니다  다소 쌀쌀한
요즘 날씨에 스카프 두르고 입으면 멋스러울거 같아요~"
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,새각보다 넘 괜찮네요^^
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,재구매컬러도 예쁘고 디자인도 예뻐요~~
"색상: (85)BROWN / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,저렴하고 너무 이뻐요!!!
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,가성비. 최고입니다 감사합니다
"색상: (15)GRAY / 사이즈: L(095)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"상의 66인데 라쥐구매했어요!
적당히 오버핏에 이쁩니다. 꽃샘추위에 입기 좋아요"
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏오버핏이에요두께두꺼워요",5,"오버핏으로 입고 싶어서 큰거 샀는데 딱 좋아요
근데 보풀은 좀 날 것 같아요"
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,가격이 저렴하니 부담없이 시켜보았는데 넘나 만족합니다!
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,잘 받았습니다. 핏도 마음에 들어요
"색상: (85)BROWN / 사이즈: S(085)
체형155cm41kg상의 XS사이즈잘 맞아요핏적당해요두께보통 두께예요",5,적당한 오버핏으로 떨어집니다. 쿨한 브라운 색상이라 겨울쿨톤한테도 잘 어울리는 색상입니다.
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",5,이금액에너무퀄리티좋아서깜짝놀랐음!!  66사이즈정핏원하면스몰사도되겠음
"색상: (85)BROWN / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"핏도 이쁘고 빈티지 코디 하기에도 딱이네요^^
아주 맘에 들어요~~"
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,질도 괜찮아 보이고 잘 맞아요 ~ 자주 입을 것 같아요
"색상: (85)BROWN / 사이즈: S(085)
체형163cm52kg상의 S사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"울 자켓이 사고 싶았는데, 저렴하게 무난한 템을 사서 넘 좋아요 소매 단추도 그렇고 디테일이 살아있어요"
"색상: (85)BROWN / 사이즈: M(090)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",4,할인가격으로 잘 샀네요. 간절기용으로 적정한것 같습니다.
"색상: (85)BROWN / 사이즈: M(090)
체형180cm81kg상의 XL보통 어깨사이즈약간 커요 (총 기장)핏오버핏이에요두께보통 두께예요",5,예쁜 오버핏이에요 저렴하게 잘 샀어요
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",4,살짝 오버핏이고 예뻐요~
"색상: (15)GRAY / 사이즈: L(095)
체형167cm56kg상의 L어깨 넓음보통 팔길이사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",5,다른 색을 구매했었는데 너무 맘에들어서 다른색으로 구매하게 되었어요ㅎ너무 만족하며 입고 있어요~^^
"색상: (85)BROWN / 사이즈: S(085)
체형164cm50kg사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"살짝 오버핏? 적당해요
도톰하고 편안해요"
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏오버핏이에요두께두꺼워요",5,잘 도착했어요~ 저렴하게 잘 샀어요
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"잘 받았습니다
사이즈가 딱 맞습니다 
잘 입겠습니다"
"색상: (85)BROWN / 사이즈: M(090)
체형162cm50kg상의 M어깨 좁음사이즈약간 커요 (어깨)핏적당해요두께보통 두께예요",5,"저렴하게 아쥬 잘샀습니다.
남쪽나라에 살고 차를 타고 다녀서
아주 추운날 말곤 입을수있을꺼같아요.
살짝 컸는데 그게 더 맘에 들었어요~
편하게 입고다니기 좋을꺼같아요."
"색상: (15)GRAY / 사이즈: M(090)
체형187cm89kg상의 XL보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요두께보통 두께예요",5,잘맞고 좋아요 정말
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,색도 이쁘네여 잘어울리고 지금 입기좋아용
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께두꺼워요",5,배송이 다소 늦었지만 핏도 예쁘고 잘 맞아요 평소에 M사이즈인데 이번에 S사이즈로 구매했는데 딱 맞아서 좋았어요. 초봄까지 입기에 딱이에요.
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,세미 오버핏이라 약간 여유있게 이쁘고 가격도 좋아요^^
"색상: (85)BROWN / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,좋아요 할인해서 잘 구입함
"색상: (85)BROWN / 사이즈: L(095)
체형163cm65kg상의 L보통 어깨보통 팔길이핏적당해요사이즈많이 커요 (어깨)두께보통 두께예요",5,생각했던것보다 큽니다!
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,가을 시즌에 입으려고 샀어요
"색상: (85)BROWN / 사이즈: M(090)
체형163cm68kg상의 M보통 어깨사이즈약간 커요 (어깨, 소매길이)핏오버핏이에요두께보통 두께예요",5,덩치가 큰데도 불구하고 m사이즈를 오버핏으로 입을 수 있습니다. 그렇다고 막 엄청 커보이지 않구요. 추운 날 두꺼운 맨투맨입고도 입을 수 있는 자켓이어서 아주 만족스럽습니다. 저렴하게 잘 구매했어요
"색상: (85)BROWN / 사이즈: M(090)
체형160cm60kg사이즈약간 커요핏오버핏이에요두께보통 두께예요",5,울자켓 하나 사고싶었는데 예뻐요
"색상: (15)GRAY / 사이즈: S(085)
사이즈약간 커요핏오버핏이에요두께보통 두께예요",5,와이프가 아주 만족하네요^^
"색상: (15)GRAY / 사이즈: L(095)
사이즈잘 맞아요핏오버핏이에요두께두꺼워요",5,오버핏인걸 못보고 L로 샀더니 어깨가 살짝 큽니다. 평소 상의는 m를 입는데 해당 사이즈로 샀으면 깔끔하게 잘 맞았을거같아요. 하지만 제품도 도톰하니 간절기에 입기 좋을 것 같습니다.
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"포장상태가 너무 안좋았어요
시장에서 5천원짜리 산거마냥
택배봉투에 대충 접어서 왔더라구요
옷은 이뻐요"
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,좋아요 저렴한 가격에 득템!!!
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,정말 예쁘고 가벼워서 좋아요
"색상: (85)BROWN / 사이즈: M(090)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",5,세미 오버핏이라 M으로 샀는데 넉넉하게 잘 맞아요. 두꺼운 니트 입고도 편하게 입을 수 있어요. 저렴한 가격에 산 거 같아 좋아요.
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"깔끔하고 예뻐요
단정하게 입기 좋네요"
"색상: (85)BROWN / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,좋아요~!~!~!~
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,배송도 깔끔하고 빨라요
"색상: (15)GRAY / 사이즈: L(095)
체형171cm62kg상의 L사이즈잘 맞아요핏적당해요두께보통 두께예요",5,무난해서 코디하기 좋을 것 같아용
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,컬러도 고급스럽고 디자인도 예뻐요~~
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",4,화면이랑 똑같아요~~ 예뻐요
"색상: (85)BROWN / 사이즈: S(085)
체형158cm45kg상의 S사이즈잘 맞아요핏적당해요두께보통 두께예요",5,싸이즈도적당하게오버핏이고이뻐요
"색상: (85)BROWN / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,배송도 빠르고 너무 이뻐요
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,봄가을에 입기 좋아용
"색상: (15)GRAY / 사이즈: S(085)
체형158cm47kg상의 S보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요두께보통 두께예요",5,"재구매브라운 구매했다 넘 이뻐서
그레이도 구매했습니다
가성비
최고네여"
"색상: (15)GRAY / 사이즈: S(085)
사이즈약간 커요핏적당해요두께보통 두께예요",5,딱 오버핏사이즈예요 그레이도 어둡네요
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,핏이 딱 적당해서 이뻐요~
"색상: (85)BROWN / 사이즈: S(085)
체형158cm47kg상의 S보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요두께보통 두께예요",5,와 넘 이쁘네요 이금액에 가성비최고
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,무난하고 예쁘네요 :)
"색상: (85)BROWN / 사이즈: L(095)
체형168cm58kg상의 M어깨 넓음사이즈잘 맞아요핏적당해요두께보통 두께예요",5,아직 추워서 잘입을수 있을거같아요 딱 기본핏입니다
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,자켓 너무 맘에 듭니다 다른색 하나 더 사고 싶을 정도에요 좋아용
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",5,오버핏이어서 걸치기 좋아요
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏오버핏이에요두께두꺼워요",5,날씨 애매하게 추울 때 입으면 좋을 것 같아요~
"색상: (15)GRAY / 사이즈: L(095)
사이즈약간 커요 (어깨)핏오버핏이에요두께보통 두께예요",5,옷감이 예쁘고 핏이 괜찮음
"색상: (85)BROWN / 사이즈: L(095)
사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요",4,간절기 얇은 이너 입고 걸치기 좋아요
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께두꺼워요",4,만족합니다 ~~~~
"색상: (15)GRAY / 사이즈: M(090)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,품질도 색상도 마음에 들어요.
"색상: (15)GRAY / 사이즈: S(085)
사이즈잘 맞아요핏적당해요두께보통 두께예요",5,너무 예쁘고 좋아요
"색상: (15)GRAY / 사이즈: L(095)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",5,따뜻하고 오버핏이지만 예쁘게 오버핏입니다.
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏오버핏이에요두께보통 두께예요",5,살짝오버핏인데 마음에들어요
"색상: (85)BROWN / 사이즈: L(095)
사이즈잘 맞아요핏적당해요두께두꺼워요",5,색감이랑 기장이랑 다 좋아요.
"색상: (85)BROWN / 사이즈: M(090)
체형165cm보통 어깨핏적당해요사이즈많이 커요 (가슴)두께보통 두께예요",5,아주아주아주아주아주 좋아요
